"product_name","order_date","sales_per_quantity"
"Hon Practical Foundations 30 x 60 Training Table  Light Gray/Charcoal","2017-11-24","182.04"
"Hon Racetrack Conference Tables","2017-08-22","210.008"
"Hon Rectangular Conference Tables","2017-12-25","136.53"
"Hon Valutask Swivel Chairs","2017-09-20","90.882"
"Hon Valutask Swivel Chairs","2017-12-17","100.97999999999999"
"Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room","2017-01-15","240.52"
"Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room","2017-06-01","300.65"
"Honeywell Quietcare HEPA Air Cleaner","2017-09-01","78.65"
"Hoover Commercial Lightweight Upright Vacuum","2017-12-11","0.696"
"Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup","2017-03-13","232.58"
"Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup","2017-05-29","232.58"
"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","2017-05-12","7.77"
"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","2017-11-13","1.554"
"Hoover Commercial SteamVac","2017-01-02","2.716"
"Hoover Commercial SteamVac","2017-04-16","13.58"
"Hoover Commercial SteamVac","2017-09-11","13.580000000000002"
"Hoover Commercial SteamVac","2017-12-15","13.58"
"Hoover Portapower Portable Vacuum","2017-03-18","0.896"
"Hoover Portapower Portable Vacuum","2017-08-27","3.584"
"Hoover Portapower Portable Vacuum","2017-10-03","3.5840000000000005"
"Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum","2017-06-19","0.444"
"Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum","2017-10-23","2.22"
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs  2/Pk","2017-10-05","3.95"
"Hoover Shoulder Vac Commercial Portable Vacuum","2017-11-19","357.82"
"Hoover Upright Vacuum With Dirt Cup","2017-11-11","231.62399999999997"
"Hoover WindTunnel Plus Canister Vacuum","2017-12-08","363.25"
"Hot File 7-Pocket  Floor Stand","2017-02-03","142.776"
"Hot File 7-Pocket  Floor Stand","2017-06-15","142.776"
"Hot File 7-Pocket  Floor Stand","2017-06-26","178.47"
"Howard Miller 11-1/2 Diameter Brentwood Wall Clock","2017-01-01","43.13"
"Howard Miller 11-1/2 Diameter Brentwood Wall Clock","2017-07-03","43.129999999999995"
"Howard Miller 11-1/2 Diameter Grantwood Wall Clock","2017-02-02","43.13"
"Howard Miller 11-1/2 Diameter Grantwood Wall Clock","2017-09-11","34.504"
"Howard Miller 12 Round Wall Clock","2017-04-15","39.29"
"Howard Miller 13-1/2 Diameter Rosebrook Wall Clock","2017-03-18","27.508"
"Howard Miller 13-1/2 Diameter Rosebrook Wall Clock","2017-11-15","55.016"
"Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","2017-03-04","20.7"
"Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","2017-06-17","51.75"
"Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","2017-07-17","9.77"
"Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","2017-08-07","51.75"
"Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","2017-09-29","51.75"
"Howard Miller 13 Diameter Goldtone Round Wall Clock","2017-11-17","46.94"
"Howard Miller 13 Diameter Goldtone Round Wall Clock","2017-11-27","46.94"
"Howard Miller 13 Diameter Goldtone Round Wall Clock","2017-12-14","18.776"
"Howard Miller 13 Diameter Pewter Finish Round Wall Clock","2017-02-20","34.352"
"Howard Miller 13 Diameter Pewter Finish Round Wall Clock","2017-09-24","34.352"
"Howard Miller 14-1/2 Diameter Chrome Round Wall Clock","2017-04-23","12.07"
"Howard Miller 14-1/2 Diameter Chrome Round Wall Clock","2017-09-19","51.152"
"Howard Miller 14-1/2 Diameter Chrome Round Wall Clock","2017-09-22","12.07"
"Howard Miller 14-1/2 Diameter Chrome Round Wall Clock","2017-10-02","9.656"
"Howard Miller Distant Time Traveler Alarm Clock","2017-03-10","21.936"
"Howard Miller Distant Time Traveler Alarm Clock","2017-11-08","27.419999999999998"
"Howard Miller Distant Time Traveler Alarm Clock","2017-11-21","27.42"
"HP Office Paper (20Lb. and 87 Bright)","2017-08-28","5.343999999999999"
"HP Office Recycled Paper (20Lb. and 87 Bright)","2017-02-10","5.78"
"HP Office Recycled Paper (20Lb. and 87 Bright)","2017-05-28","4.624"
"HP Officejet Pro 8600 e-All-In-One Printer  Copier  Scanner  Fax","2017-02-02","119.992"
"HP Officejet Pro 8600 e-All-In-One Printer  Copier  Scanner  Fax","2017-03-13","104.993"
"HP Standard 104 key PS/2 Keyboard","2017-11-03","14.5"
"HTC One","2017-06-15","79.992"
"Hunt Boston Vacuum Mount KS Pencil Sharpener","2017-01-13","34.99"
"Hunt Boston Vacuum Mount KS Pencil Sharpener","2017-07-08","34.989999999999995"
"Hunt Boston Vacuum Mount KS Pencil Sharpener","2017-11-03","27.992"
"Hunt PowerHouse Electric Pencil Sharpener  Blue","2017-07-23","30.384"
"Hunt PowerHouse Electric Pencil Sharpener  Blue","2017-08-06","37.98"
"Hunt PowerHouse Electric Pencil Sharpener  Blue","2017-09-04","30.384"
"Hunt PowerHouse Electric Pencil Sharpener  Blue","2017-09-18","37.98"
"Hypercom P1300 Pinpad","2017-07-07","63"
"Hypercom P1300 Pinpad","2017-09-03","50.4"
"I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","2017-09-18","11.96"
"I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","2017-10-23","11.96"
"I.R.I.S IRISCard Anywhere 5 Card Scanner","2017-01-21","116.991"
"i.Sound Portable Power - 8000 mAh","2017-10-02","42.392"
"i.Sound Portable Power - 8000 mAh","2017-10-22","52.99"
"Ibico Covers for Plastic or Wire Binding Elements","2017-05-05","11.5"
"Ibico Covers for Plastic or Wire Binding Elements","2017-12-10","11.5"
"Ibico EB-19 Dual Function Manual Binding System","2017-01-24","138.392"
"Ibico EB-19 Dual Function Manual Binding System","2017-09-22","172.99"
"Ibico EPK-21 Electric Binding System","2017-12-07","377.998"
"Ibico Hi-Tech Manual Binding System","2017-01-09","91.497"
"Ibico Hi-Tech Manual Binding System","2017-02-05","60.998"
"Ibico Hi-Tech Manual Binding System","2017-03-18","60.998"
"Ibico Hi-Tech Manual Binding System","2017-05-13","304.99"
"Ibico Hi-Tech Manual Binding System","2017-06-24","60.998"
"Ibico Hi-Tech Manual Binding System","2017-09-04","243.992"
"Ibico Hi-Tech Manual Binding System","2017-12-30","10.36"
"Ibico Ibimaster 300 Manual Binding System","2017-07-20","367.99"
"Ibico Ibimaster 300 Manual Binding System","2017-09-11","294.392"
"Ibico Ibimaster 300 Manual Binding System","2017-12-11","367.99"
"Ibico Plastic and Wire Spiral Binding Combs","2017-08-18","1.686"
"Ibico Plastic and Wire Spiral Binding Combs","2017-11-18","2.529"
"Ibico Plastic and Wire Spiral Binding Combs","2017-12-09","8.43"
"Ibico Plastic Spiral Binding Combs","2017-06-12","30.400000000000002"
"Ibico Plastic Spiral Binding Combs","2017-09-23","24.319999999999997"
"Ibico Plastic Spiral Binding Combs","2017-10-02","9.12"
"Ibico Plastic Spiral Binding Combs","2017-11-11","24.32"
"Ibico Presentation Index for Binding Systems","2017-01-14","1.194"
"Ibico Presentation Index for Binding Systems","2017-12-01","3.184"
"Ibico Presentation Index for Binding Systems","2017-12-21","3.98"
"Ibico Recycled Grain-Textured Covers","2017-03-31","34.54"
"Ibico Standard Transparent Covers","2017-06-21","16.48"
"IBM Multi-Purpose Copy Paper  8 1/2 x 11  Case","2017-08-23","24.784"
"IBM Multi-Purpose Copy Paper  8 1/2 x 11  Case","2017-12-04","24.784000000000002"
"Iceberg Mobile Mega Data/Printer Cart ","2017-11-24","120.33"
"Iceberg Mobile Mega Data/Printer Cart ","2017-12-17","120.33"
"Iceberg Nesting Folding Chair  19w x 6d x 43h","2017-12-24","58.22"
"Iceberg OfficeWorks 42 Round Tables","2017-06-12","150.98"
"Ideal Clamps","2017-12-18","1.6079999999999999"
"Ideal Clamps","2017-12-29","2.0100000000000002"
"iHome FM Clock Radio with Lightning Dock","2017-01-14","55.992"
"iHome FM Clock Radio with Lightning Dock","2017-02-18","55.992"
"iHome FM Clock Radio with Lightning Dock","2017-06-10","55.992"
"iHome FM Clock Radio with Lightning Dock","2017-12-08","41.994"
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5  4S 4","2017-12-22","16.76"
"Imation Bio 2GB USB Flash Drive Imation Corp","2017-03-03","131.18"
"Imation Bio 2GB USB Flash Drive Imation Corp","2017-09-24","131.18"
"Imation Bio 8GB USB Flash Drive Imation Corp","2017-08-18","166.24"
"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","2017-05-25","15"
"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","2017-07-03","12"
"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","2017-10-12","15"
"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","2017-10-28","12"
"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive","2017-01-14","24.151999999999997"
"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive","2017-07-29","30.189999999999998"
"Imation Clip USB flash drive - 8 GB","2017-09-10","18.8"
"Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","2017-03-20","37.99"
"Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","2017-12-16","37.989999999999995"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","2017-05-06","58.392"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","2017-09-23","72.99"
"Imation Swivel Flash Drive USB flash drive - 8 GB","2017-09-08","9.096"
"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink","2017-01-14","3.03"
"Important Message Pads  50 4-1/4 x 5-1/2 Forms per Pad","2017-03-03","3.36"
"Ink Jet Note and Greeting Cards  8-1/2 x 5-1/2 Card Size","2017-12-23","22.48"
"Innergie mMini Combo Duo USB Travel Charging Kit","2017-06-04","35.992"
"Innergie mMini Combo Duo USB Travel Charging Kit","2017-11-26","44.99"
"Insertable Tab Indexes For Data Binders","2017-06-04","3.1799999999999997"
"Insertable Tab Indexes For Data Binders","2017-09-21","0.954"
"Insertable Tab Post Binder Dividers","2017-04-17","2.4059999999999997"
"Insertable Tab Post Binder Dividers","2017-09-22","1.6039999999999999"
"invisibleSHIELD by ZAGG Smudge-Free Screen Protector","2017-02-23","14.392"
"invisibleSHIELD by ZAGG Smudge-Free Screen Protector","2017-07-30","17.990000000000002"
"invisibleSHIELD by ZAGG Smudge-Free Screen Protector","2017-09-04","14.392000000000001"
"iOttie HLCRIO102 Car Mount","2017-11-16","19.99"
"iOttie XL Car Mount","2017-09-11","15.991999999999999"
"iOttie XL Car Mount","2017-11-04","15.991999999999999"
"Iris 3-Drawer Stacking Bin  Black","2017-05-25","16.712"
"Iris 3-Drawer Stacking Bin  Black","2017-11-30","20.89"
"Iris Project Case","2017-03-24","6.384"
"Iris Project Case","2017-08-27","7.98"
"Iris Project Case","2017-09-25","7.9799999999999995"
"Iris Project Case","2017-12-08","7.98"
"Its Hot Message Books with Stickers  2 3/4 x 5","2017-02-26","7.4"
"Its Hot Message Books with Stickers  2 3/4 x 5","2017-09-04","5.920000000000001"
"Its Hot Message Books with Stickers  2 3/4 x 5","2017-10-19","5.92"
"Jabra BIZ 2300 Duo QD Duo Corded Headset","2017-12-01","101.592"
"Jabra SPEAK 410","2017-12-21","93.99000000000001"
"Jabra SPEAK 410 Multidevice Speakerphone","2017-10-23","164.792"
"Jabra SPEAK 410 Multidevice Speakerphone","2017-11-12","123.594"
"Jabra Supreme Plus Driver Edition Headset","2017-05-19","95.992"
"Jabra Supreme Plus Driver Edition Headset","2017-11-07","71.994"
"Jackery Bar Premium Fast-charging Portable Charger","2017-10-27","23.96"
"Jackery Bar Premium Fast-charging Portable Charger","2017-12-10","23.96"
"Jawbone MINI JAMBOX Wireless Bluetooth Speaker","2017-02-17","109.584"
"Jawbone MINI JAMBOX Wireless Bluetooth Speaker","2017-03-19","109.584"
"JBL Micro Wireless Portable Bluetooth Speaker","2017-01-27","35.994"
"JBL Micro Wireless Portable Bluetooth Speaker","2017-08-01","47.992"
"Jensen SMPS-640 - speaker phone","2017-01-24","36.784"
"Jensen SMPS-640 - speaker phone","2017-01-27","45.98"
"Jet-Pak Recycled Peel N Seal Padded Mailers","2017-09-18","28.712"
"JM Magazine Binder","2017-10-19","13.208"
"Kensington 4 Outlet MasterPiece Compact Power Control Center","2017-09-11","81.32000000000001"
"Kensington 4 Outlet MasterPiece Compact Power Control Center","2017-12-18","65.056"
"Kensington 6 Outlet Guardian Standard Surge Protector","2017-02-26","20.48"
"Kensington 6 Outlet Guardian Standard Surge Protector","2017-06-11","20.48"
"Kensington 6 Outlet Guardian Standard Surge Protector","2017-12-05","20.48"
"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","2017-03-05","131.12"
"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","2017-09-28","104.896"
"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","2017-12-18","131.12"
"Kensington 7 Outlet MasterPiece Power Center","2017-02-19","177.98"
"Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection","2017-11-30","165.984"
"Kensington Expert Mouse Optical USB Trackball for PC or Mac","2017-09-03","94.99000000000001"
"Kensington Expert Mouse Optical USB Trackball for PC or Mac","2017-12-14","75.992"
"Kensington Expert Mouse Optical USB Trackball for PC or Mac","2017-12-22","94.99"
"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","2017-01-02","16.59"
"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","2017-08-03","13.272"
"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","2017-08-21","16.59"
"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","2017-11-13","16.59"
"Kensington Orbit Wireless Mobile Trackball for PC and Mac","2017-05-06","47.992"
"Kensington Orbit Wireless Mobile Trackball for PC and Mac","2017-06-26","47.992"
"Kensington Orbit Wireless Mobile Trackball for PC and Mac","2017-12-03","47.992"
"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ","2017-03-27","39.992"
"KeyTronic 6101 Series - Keyboard - Black","2017-11-13","40.99"
"KeyTronic E03601U1 - Keyboard - Beige","2017-09-16","18"
"KeyTronic E03601U1 - Keyboard - Beige","2017-09-24","18"
"KeyTronic E03601U1 - Keyboard - Beige","2017-10-08","18"
"KeyTronic KT800P2 - Keyboard - Black","2017-05-18","12.016"
"KI Adjustable-Height Table","2017-02-20","42.99"
"KI Adjustable-Height Table","2017-03-11","51.588"
"KI Adjustable-Height Table","2017-10-05","68.784"
"KI Adjustable-Height Table","2017-10-07","51.588"
"KI Adjustable-Height Table","2017-10-23","60.186"
"KI Adjustable-Height Table","2017-11-26","85.98"
"KI Conference Tables","2017-09-01","70.89"
"KI Conference Tables","2017-10-22","35.445"
"Kingston Digital DataTraveler 16GB USB 2.0","2017-03-17","8.95"
"Kingston Digital DataTraveler 16GB USB 2.0","2017-06-03","8.95"
"Kingston Digital DataTraveler 16GB USB 2.0","2017-12-14","8.95"
"Kingston Digital DataTraveler 32GB USB 2.0","2017-04-11","13.56"
"Kingston Digital DataTraveler 32GB USB 2.0","2017-05-19","16.95"
"Kingston Digital DataTraveler 32GB USB 2.0","2017-09-02","13.56"
"Kingston Digital DataTraveler 32GB USB 2.0","2017-11-06","16.95"
"Kingston Digital DataTraveler 64GB USB 2.0","2017-06-17","33.78"
"Kingston Digital DataTraveler 64GB USB 2.0","2017-09-18","33.78"
"Kingston Digital DataTraveler 8GB USB 2.0","2017-09-04","4.76"
"KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7","2017-02-17","9.72"
"Kleencut Forged Office Shears by Acme United Corporation","2017-05-01","1.664"
"Konftel 250 Conference phone Charcoal black","2017-09-07","227.856"
"Large Capacity Hanging Post Binders","2017-10-16","24.95"
"Laser & Ink Jet Business Envelopes","2017-03-05","10.67"
"Leather Task Chair  Black","2017-09-15","72.784"
"Leather Task Chair  Black","2017-09-29","72.784"
"Leather Task Chair  Black","2017-12-11","63.686"
"Lenovo 17-Key USB Numeric Keypad","2017-09-28","27.192"
"Lesro Round Back Collection Coffee Table  End Table","2017-10-19","91.275"
"Lesro Round Back Collection Coffee Table  End Table","2017-11-23","127.785"
"Lesro Round Back Collection Coffee Table  End Table","2017-12-22","91.275"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","2017-01-16","57.096000000000004"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","2017-03-03","57.096000000000004"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","2017-05-12","57.096000000000004"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","2017-05-23","57.096000000000004"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","2017-10-03","57.096000000000004"
"Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table","2017-10-26","71.37"
"Letter or Legal Size Expandable Poly String Tie Envelopes","2017-02-20","2.128"
"Letter or Legal Size Expandable Poly String Tie Envelopes","2017-09-29","2.66"
"Letter or Legal Size Expandable Poly String Tie Envelopes","2017-11-02","2.66"
"Letter Size Cart","2017-05-04","142.86"
"Letter Size Cart","2017-08-18","142.85999999999999"
"Letter Size Cart","2017-12-02","114.288"
"Letter Size Cart","2017-12-21","142.85999999999999"
"Letter Size File","2017-07-21","31.759999999999998"
"Letter/Legal File Tote with Clear Snap-On Lid  Black Granite","2017-08-03","16.06"
"Letter/Legal File Tote with Clear Snap-On Lid  Black Granite","2017-08-25","12.848"
"Letter/Legal File Tote with Clear Snap-On Lid  Black Granite","2017-11-14","16.06"
"Lexmark 20R1285 X6650 Wireless All-in-One Printer","2017-09-17","120"
"Lexmark 20R1285 X6650 Wireless All-in-One Printer","2017-12-25","60"
"Lexmark MarkNet N8150 Wireless Print Server","2017-09-14","120.585"
"Lexmark MX611dhe Monochrome Laser Printer","2017-01-07","1529.991"
"Lexmark MX611dhe Monochrome Laser Printer","2017-04-17","509.997"
"LF Elite 3D Dazzle Designer Hard Case Cover  Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","2017-10-22","6.540000000000001"
"LF Elite 3D Dazzle Designer Hard Case Cover  Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","2017-11-13","10.9"
"LG Electronics Tone+ HBS-730 Bluetooth Headset","2017-04-04","59.51"
"LG Exalt","2017-02-17","124.792"
"LG G3","2017-05-30","156.792"
"LG G3","2017-06-05","156.792"
"Lifetime Advantage Folding Chairs  4/Carton","2017-03-25","218.07999999999998"
"Lifetime Advantage Folding Chairs  4/Carton","2017-11-09","174.46400000000003"
"Lifetime Advantage Folding Chairs  4/Carton","2017-11-19","152.656"
"Linden 10 Round Wall Clock  Black","2017-01-01","12.224"
"Linden 10 Round Wall Clock  Black","2017-04-10","12.223999999999998"
"Linden 10 Round Wall Clock  Black","2017-10-19","15.28"
"Linden 10 Round Wall Clock  Black","2017-11-06","6.112"
"Lock-Up Easel Spel-Binder","2017-10-02","8.559"
"Lock-Up Easel Spel-Binder","2017-10-21","8.559"
"Lock-Up Easel Spel-Binder","2017-11-19","8.559"
"Lock-Up Easel Spel-Binder","2017-11-30","22.823999999999998"
"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","2017-01-15","23.992"
"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","2017-07-03","29.99"
"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","2017-09-16","23.992"
"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","2017-09-25","23.991999999999997"
"Logitech B530 USB Headset - headset - Full size  Binaural","2017-02-11","29.592"
"Logitech B530 USB Headset - headset - Full size  Binaural","2017-05-15","29.592"
"Logitech B530 USB Headset - headset - Full size  Binaural","2017-06-10","29.592"
"Logitech ClearChat Comfort/USB Headset H390","2017-12-05","29.29"
"Logitech ClearChat Comfort/USB Headset H390","2017-12-09","29.29"
"Logitech ClearChat Comfort/USB Headset H390","2017-12-22","23.432"
"Logitech Desktop MK120 Mouse and keyboard Combo","2017-03-07","16.36"
"Logitech Desktop MK120 Mouse and keyboard Combo","2017-05-27","16.36"
"Logitech Desktop MK120 Mouse and keyboard Combo","2017-08-17","16.36"
"Logitech Desktop MK120 Mouse and keyboard Combo","2017-09-22","16.36"
"Logitech Desktop MK120 Mouse and keyboard Combo","2017-10-28","13.088"
"Logitech Desktop MK120 Mouse and keyboard Combo","2017-12-10","16.36"
"Logitech Desktop MK120 Mouse and keyboard Combo","2017-12-14","13.088000000000001"
"Logitech diNovo Edge Keyboard","2017-11-02","249.98999999999998"
"Logitech G105 Gaming Keyboard","2017-09-10","59.370000000000005"
"Logitech G105 Gaming Keyboard","2017-12-08","59.370000000000005"
"Logitech G13 Programmable Gameboard with LCD Display","2017-01-28","79.99"
"Logitech G13 Programmable Gameboard with LCD Display","2017-03-02","79.99"
"Logitech G13 Programmable Gameboard with LCD Display","2017-12-04","63.992"
"Logitech G19 Programmable Gaming Keyboard","2017-01-21","123.99000000000001"
"Logitech G19 Programmable Gaming Keyboard","2017-07-03","421.95"
"Logitech G19 Programmable Gaming Keyboard","2017-08-18","421.95"
"Logitech G19 Programmable Gaming Keyboard","2017-10-03","123.99000000000001"
"Logitech G19 Programmable Gaming Keyboard","2017-10-07","123.99000000000001"
"Logitech G35 7.1-Channel Surround Sound Headset","2017-07-20","129.99"
"Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","2017-10-06","79.99"
"Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","2017-11-17","79.99"
"Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","2017-12-04","79.99"
"Logitech G600 MMO Gaming Mouse","2017-05-07","79.99"
"Logitech G600 MMO Gaming Mouse","2017-07-23","79.99"
"Logitech G602 Wireless Gaming Mouse","2017-11-09","63.992"
"Logitech G602 Wireless Gaming Mouse","2017-12-07","63.992"
"Logitech G700s Rechargeable Gaming Mouse","2017-03-05","99.99000000000001"
"Logitech G700s Rechargeable Gaming Mouse","2017-03-16","79.992"
"Logitech G700s Rechargeable Gaming Mouse","2017-04-10","99.99"
"Logitech G700s Rechargeable Gaming Mouse","2017-08-07","79.992"
"Logitech G700s Rechargeable Gaming Mouse","2017-09-29","79.992"
"Logitech K350 2.4Ghz Wireless Keyboard","2017-03-19","49.77"
"Logitech K350 2.4Ghz Wireless Keyboard","2017-08-07","39.815999999999995"
"Logitech M510 Wireless Mouse","2017-09-21","39.99"
"Logitech M510 Wireless Mouse","2017-11-04","31.992"
"Logitech Media Keyboard K200","2017-10-13","34.99"
"Logitech Media Keyboard K200","2017-11-16","27.992"
"Logitech Mobile Speakerphone P710e - speaker phone","2017-02-20","107.984"
"Logitech Trackman Marble Mouse","2017-09-16","23.992"
"Logitech Trackman Marble Mouse","2017-09-17","29.99"
"Logitech Wireless Anywhere Mouse MX for PC and Mac","2017-01-23","47.992"
"Logitech Wireless Gaming Headset G930","2017-09-14","127.99199999999999"
"Logitech Wireless Gaming Headset G930","2017-11-30","127.992"
"Logitech Wireless Headset H600 Over-The-Head Design","2017-03-13","42.989999999999995"
"Logitech Wireless Headset h800","2017-03-09","99.99"
"Logitech Wireless Headset h800","2017-08-27","79.99199999999999"
"Logitech Wireless Marathon Mouse M705","2017-03-03","49.99"
"Logitech Wireless Marathon Mouse M705","2017-03-19","49.99"
"Logitech Wireless Marathon Mouse M705","2017-09-07","39.992000000000004"
"Logitech Wireless Marathon Mouse M705","2017-09-22","39.992"
"Logitech Wireless Performance Mouse MX for PC and Mac","2017-05-19","99.99000000000001"
"Logitech Wireless Performance Mouse MX for PC and Mac","2017-06-16","79.992"
"Logitech Wireless Touch Keyboard K400","2017-04-17","24.99"
"Logitech Wireless Touch Keyboard K400","2017-10-12","19.992"
"Logitech Gaming G510s - Keyboard","2017-05-28","67.992"
"Logitech Gaming G510s - Keyboard","2017-12-22","84.99"
"Logitech Illuminated - Keyboard","2017-01-21","59.99"
"Logitech Illuminated - Keyboard","2017-10-08","59.99"
"Logitech Illuminated - Keyboard","2017-11-17","47.992000000000004"
"Logitech Illuminated - Keyboard","2017-12-18","59.99"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","2017-04-21","15.991999999999999"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","2017-09-01","19.99"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","2017-09-20","19.99"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","2017-10-26","19.99"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","2017-12-11","19.99"
"Logitech MX Performance Wireless Mouse","2017-04-10","31.912000000000003"
"Logitech MX Performance Wireless Mouse","2017-05-02","39.89"
"Logitech MX Performance Wireless Mouse","2017-06-01","39.89"
"Logitech MX Performance Wireless Mouse","2017-08-05","39.89"
"Logitech MX Performance Wireless Mouse","2017-10-05","31.912"
"Logitech P710e Mobile Speakerphone","2017-04-07","205.992"
"Logitech P710e Mobile Speakerphone","2017-06-03","205.992"
"Logitech P710e Mobile Speakerphone","2017-06-10","33.13"
"Logitech P710e Mobile Speakerphone","2017-06-27","257.49"
"Logitech P710e Mobile Speakerphone","2017-07-11","257.49"
"Logitech P710e Mobile Speakerphone","2017-11-18","33.13"
"Logitech P710e Mobile Speakerphone","2017-12-05","33.13"
"Logitech Wireless Boombox Speaker - portable - wireless  wired","2017-09-20","106.4"
"Logitech Z-906 Speaker sys - home theater - 5.1-CH","2017-07-26","329.99"
"Longer-Life Soft White Bulbs","2017-08-06","3.08"
"Longer-Life Soft White Bulbs","2017-09-28","3.08"
"Lumber Crayons","2017-03-17","9.85"
"Lumber Crayons","2017-04-20","7.88"
"Luxo Economy Swing Arm Lamp","2017-04-27","19.94"
"Luxo Professional Combination Clamp-On Lamps","2017-04-08","102.3"
"Luxo Professional Combination Clamp-On Lamps","2017-07-03","102.3"
"Luxo Professional Combination Clamp-On Lamps","2017-09-02","102.3"
"Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","2017-11-28","186.9483636363636"
"Luxo Professional Magnifying Clamp-On Fluorescent Lamps","2017-05-21","104.00999999999999"
"Macally Suction Cup Mount","2017-12-02","9.56"
"Magna Visual Magnetic Picture Hangers","2017-10-30","4.82"
"Magna Visual Magnetic Picture Hangers","2017-12-01","3.856"
"Magnifier Swing Arm Lamp","2017-10-03","20.98"
"Magnifier Swing Arm Lamp","2017-12-05","20.98"
"Magnifier Swing Arm Lamp","2017-12-25","20.98"
"Manco Dry-Lighter Erasable Highlighter","2017-01-03","3.0399999999999996"
"Manco Dry-Lighter Erasable Highlighter","2017-03-30","3.04"
"Manco Dry-Lighter Erasable Highlighter","2017-12-02","2.432"
"Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9","2017-06-02","8.784"
"Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9","2017-08-04","8.784"
"Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9","2017-09-16","8.784"
"Martin-Yale Premier Letter Opener","2017-05-14","12.88"
"Martin-Yale Premier Letter Opener","2017-05-26","12.88"
"Martin Yale Chadless Opener Electric Letter Opener","2017-01-13","832.8100000000001"
